Internal ID (specific to validation data),isolates,Source,Lab,Country,INH,RIF,EMB,STR,CIP,CYS,CAP,ETA,KAN,OFLX,PAS,PZA,AMK,MOXI,PRO,CLO,RBU,LEVO
4304,IDR1500057631,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4305,IDR1500057969,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4306,IDR1500057970,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4307,IDR1500058176,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4308,IDR1500058475,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4309,IDR1500059313,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4310,IDR1500059320,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4311,IDR1500059803,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4312,IDR1500059889,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4313,IDR1500060570,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4314,IDR1500061013,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4315,IDR1500061127,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4316,IDR1500061133,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4317,IDR1500061876,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4318,IDR1500061908,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4319,IDR1500061909,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4320,IDR1500061962,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4321,IDR1500062006,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4322,IDR1500062042,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4323,IDR1500062168,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4324,IDR1500062169,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4325,IDR1500062183,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4326,IDR1500062349,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4327,IDR1500062350,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4328,IDR1500062509,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4329,IDR1500062511,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4330,IDR1500062635,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4331,IDR1500062818,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4332,IDR1500062826,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4333,IDR1500063002,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4334,IDR1500063136,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4335,IDR1500063304,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4336,IDR1500063732,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4337,IDR1500065550,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4338,IDR1500065702,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4339,IDR1500065704,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4340,IDR1500066192,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4341,IDR1500066354,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4342,IDR1500066660,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4343,IDR1500066661,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4344,IDR1500066750,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4345,IDR1500066946,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4346,IDR1500067319,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4347,IDR1500067320,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4348,IDR1500067323,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4349,IDR1500067462,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4350,IDR1500067984,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4351,IDR1500068120,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4352,IDR1500068721,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4353,IDR1500068895,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4354,IDR1500068896,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4355,IDR1500069348,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4356,IDR1500069613,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4357,IDR1500069614,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4358,IDR1500069726,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4359,IDR1500070283,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4360,IDR1500070812,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4361,IDR1500070900,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4362,IDR1500071331,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4363,IDR1500071800,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,NULL,S,NULL,NULL,NULL,S,NULL
4364,IDR1500071801,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4365,IDR1500071802,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4366,IDR1500072113,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4367,IDR1500072159,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4368,IDR1500072206,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4369,IDR1500072381,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4370,IDR1500072503,ReseqTB,Wadsworth Center,USA,I,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4371,IDR1500072738,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4372,IDR1600000081,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,R,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4373,IDR1600000150,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4374,IDR1600000287,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4375,IDR1600000436,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4376,IDR1600000553,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4377,IDR1600000568,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4378,IDR1600000642,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4379,IDR1600000643,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4380,IDR1600000726,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4381,IDR1600000941,ReseqTB,Wadsworth Center,USA,I,S,S,S,NULL,S,S,S,S,S,S,R,S,NULL,NULL,NULL,S,NULL
4382,IDR1600001077,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4383,IDR1600001203,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4384,IDR1600001648,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4385,IDR1600001649,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4386,IDR1600001950,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4387,IDR1600001953,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4388,IDR1600002109,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4389,IDR1600002325,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4390,IDR1600002326,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4391,IDR1600002328,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4392,IDR1600003443,ReseqTB,Wadsworth Center,USA,R,S,R,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4393,IDR1600003497,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4394,IDR1600003653,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4395,IDR1600003708,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4396,IDR1600003836,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4397,IDR1600003837,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4398,IDR1600004178,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4399,IDR1600004382,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4400,IDR1600004865,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4401,IDR1600004867,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4402,IDR1600005536,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4403,IDR1600005538,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4404,IDR1600005546,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4405,IDR1600005548,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4406,IDR1600005829,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4407,IDR1600006792,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4408,IDR1600007779,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4409,IDR1600009864,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4410,IDR1600009867,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4411,IDR1600010492,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4412,IDR1600010494,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4413,IDR1600010936,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4414,IDR1600011061,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4415,IDR1600011801,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4416,IDR1600012094,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4417,IDR1600012207,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4418,IDR1600012456,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4419,IDR1600012753,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4420,IDR1600012758,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4421,IDR1600012759,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4422,IDR1600012974,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4423,IDR1600014124,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4424,IDR1600014409,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4425,IDR1600015259,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4426,IDR1600015741,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4427,IDR1600016611,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4428,IDR1600016942,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4429,IDR1600017091,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4430,IDR1600017097,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4431,IDR1600017137,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4432,IDR1600017466,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4433,IDR1600017477,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4434,IDR1600017794,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,S,NULL,R,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4435,IDR1600017905,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4436,IDR1600017938,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,R,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4437,IDR1600018162,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4438,IDR1600018194,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4439,IDR1600018197,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4440,IDR1600018201,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4441,IDR1600018864,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4442,IDR1600019639,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4443,IDR1600019640,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4444,IDR1600019997,ReseqTB,Wadsworth Center,USA,I,S,S,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4445,IDR1600020177,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4446,IDR1600020192,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4447,IDR1600020523,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4448,IDR1600020570,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4449,IDR1600020737,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4450,IDR1600020953,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4451,IDR1600020957,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4452,IDR1600021226,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4453,IDR1600021320,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4454,IDR1600021878,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4455,IDR1600022106,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,I,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4456,IDR1600022368,ReseqTB,Wadsworth Center,USA,I,I,I,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4457,IDR1600022505,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
